skin_tone,hair_color,lip_color,eye_color,age,season,dress_shade,lip_shade
tan,platinum,coral,turquoise,19,winter,neutral,coral
medium,brown,burgundy,turquoise,51,spring,vibrant colors,red
dark,gray,nude,violet,58,spring,metallic,mauve
olive,chestnut,mauve,violet,63,spring,vibrant colors,berry
medium,black,nude,blue,49,spring,bright,cherry
ebony,brown,mauve,black,17,fall,vibrant colors,red
olive,chestnut,coral,green,47,winter,neutral,peach
fair,light brown,purple,brown,23,spring,neutral,peach
ebony,brown,peach,hazel,36,summer,vibrant colors,berry
ebony,dark brown,nude,black,19,fall,jewel tones,rose
ebony,brown,burgundy,amber,37,summer,vibrant colors,red
tan,platinum,mauve,amber,34,fall,neutral,coral
ivory,black,brown,turquoise,60,summer,neon,bronze
deep,auburn,coral,turquoise,33,spring,earth tones,plum
light,red,red,gray,16,winter,earth tones,rose
ebony,gray,peach,turquoise,58,fall,jewel tones,berry
ivory,red,plum,teal,46,winter,earth tones,rose
light,blonde,peach,turquoise,51,summer,pastel,peach
light,blonde,brown,amber,30,fall,pastel,peach
dark,brown,coral,gray,31,spring,vibrant colors,plum
olive,gray,red,hazel,27,fall,vibrant colors,berry
deep,red,pink,turquoise,15,winter,earth tones,rose
olive,blonde,nude,hazel,23,spring,neutral,coral
fair,light brown,burgundy,blue,48,spring,neutral,coral
ebony,gray,peach,green,31,fall,jewel tones,berry
ivory,red,red,green,65,spring,neutral,coral
olive,platinum,purple,black,20,winter,metallic,bronze
ebony,chestnut,plum,hazel,68,fall,neon,mauve
olive,dark brown,purple,gray,18,fall,vibrant colors,cherry
ivory,black,red,gray,28,summer,monochrome,plum
medium,red,coral,green,26,summer,earth tones,red
dark,chestnut,mauve,turquoise,22,spring,metallic,bronze
fair,chestnut,red,teal,16,summer,bright,berry
deep,red,peach,hazel,28,spring,bright,berry
olive,brown,brown,gray,65,fall,earth tones,berry
light,gray,peach,violet,17,winter,vibrant colors,red
fair,dark brown,purple,gray,33,spring,muted,bronze
fair,red,mauve,violet,38,winter,neutral,nude
deep,black,coral,amber,43,summer,vibrant colors,red
deep,red,pink,green,27,spring,earth tones,berry
dark,brown,burgundy,amber,28,winter,bright,berry
tan,dark brown,nude,black,31,winter,earth tones,red
medium,gray,pink,turquoise,55,winter,neutral,coral
dark,dark brown,red,black,37,winter,jewel tones,plum
fair,auburn,mauve,green,58,summer,muted,mauve
dark,auburn,nude,violet,42,winter,earth tones,plum
tan,brown,coral,amber,56,spring,vibrant colors,berry
olive,red,burgundy,amber,35,summer,earth tones,berry
tan,platinum,plum,hazel,63,fall,vibrant colors,berry
deep,brown,coral,brown,58,winter,earth tones,rose
deep,platinum,red,blue,19,spring,muted,bronze
olive,red,coral,blue,31,spring,vibrant colors,red
deep,brown,pink,black,55,winter,earth tones,berry
porcelain,blonde,red,amber,53,winter,pastel,nude
fair,black,plum,black,67,spring,neon,peach
porcelain,chestnut,burgundy,hazel,33,fall,neon,cherry
deep,black,burgundy,amber,23,winter,vibrant colors,berry
deep,black,plum,gray,34,summer,vibrant colors,plum
olive,gray,nude,black,53,winter,muted,plum
porcelain,blonde,plum,amber,21,summer,jewel tones,rose
porcelain,dark brown,peach,green,27,summer,muted,plum
fair,brown,brown,green,63,summer,muted,plum
ebony,light brown,purple,gray,68,fall,monochrome,coral
ebony,blonde,red,black,28,fall,neutral,peach
olive,platinum,plum,amber,35,spring,neutral,peach
olive,brown,pink,hazel,68,spring,vibrant colors,cherry
porcelain,dark brown,nude,hazel,35,spring,muted,plum
dark,brown,burgundy,gray,47,summer,bright,plum
olive,platinum,peach,blue,67,spring,neutral,rose
light,light brown,red,amber,40,summer,neutral,peach
medium,gray,peach,green,33,fall,monochrome,bronze
tan,chestnut,pink,teal,41,fall,earth tones,red
deep,light brown,peach,turquoise,65,winter,monochrome,mauve
dark,brown,red,teal,69,fall,vibrant colors,red
fair,black,peach,teal,15,summer,metallic,mauve
fair,blonde,coral,violet,57,spring,neutral,coral
ebony,red,nude,teal,46,winter,vibrant colors,berry
porcelain,black,red,amber,46,spring,neutral,coral
olive,red,nude,black,54,winter,earth tones,rose
ivory,dark brown,brown,gray,18,summer,muted,bronze
ivory,gray,coral,gray,41,winter,neon,peach
ivory,red,nude,teal,36,fall,earth tones,berry
ivory,black,mauve,violet,44,winter,bright,berry
dark,chestnut,pink,gray,18,spring,neutral,berry
tan,dark brown,purple,turquoise,35,winter,earth tones,berry
ivory,brown,red,gray,53,summer,pastel,coral
medium,auburn,coral,turquoise,56,spring,jewel tones,red
fair,gray,peach,hazel,64,summer,pastel,coral
deep,platinum,mauve,brown,68,winter,neutral,berry
tan,platinum,pink,amber,49,spring,vibrant colors,berry
light,gray,purple,teal,50,winter,monochrome,red
light,dark brown,burgundy,amber,43,fall,muted,bronze
tan,brown,brown,turquoise,50,summer,earth tones,rose
tan,brown,mauve,blue,15,winter,earth tones,rose
light,red,red,amber,29,spring,jewel tones,mauve
dark,platinum,coral,amber,65,summer,metallic,mauve
deep,platinum,coral,teal,51,fall,muted,mauve
fair,gray,peach,green,16,summer,pastel,coral
olive,black,peach,brown,44,spring,bright,red
medium,light brown,burgundy,blue,65,winter,earth tones,rose
deep,auburn,nude,violet,40,spring,vibrant colors,berry
dark,auburn,red,hazel,54,summer,earth tones,rose
dark,light brown,coral,gray,57,spring,metallic,bronze
deep,red,plum,gray,19,fall,bright,plum
ivory,light brown,purple,amber,27,spring,pastel,peach
light,red,red,gray,67,winter,neutral,peach
ivory,platinum,coral,brown,23,spring,jewel tones,berry
light,red,plum,teal,56,winter,jewel tones,berry
tan,platinum,purple,brown,41,summer,neutral,peach
porcelain,black,pink,blue,16,summer,neutral,coral
tan,auburn,red,amber,53,summer,jewel tones,rose
fair,dark brown,mauve,violet,23,spring,muted,bronze
porcelain,black,plum,black,41,summer,bright,berry
dark,dark brown,coral,brown,41,summer,bright,red
fair,chestnut,coral,green,55,summer,jewel tones,berry
ebony,light brown,burgundy,brown,44,fall,neon,bronze
ivory,red,burgundy,turquoise,40,winter,neutral,peach
olive,platinum,purple,violet,43,spring,metallic,bronze
tan,light brown,nude,green,45,summer,neutral,rose
porcelain,light brown,red,brown,34,summer,neutral,peach
light,chestnut,mauve,teal,35,summer,muted,mauve
deep,brown,peach,teal,15,spring,bright,plum
dark,black,purple,black,25,spring,bright,plum
light,dark brown,peach,blue,54,spring,pastel,nude
light,chestnut,red,gray,60,summer,monochrome,bronze
deep,blonde,coral,blue,20,summer,metallic,bronze
medium,blonde,burgundy,green,63,spring,neutral,coral
fair,platinum,brown,black,45,fall,pastel,peach
tan,blonde,burgundy,teal,51,fall,earth tones,rose
porcelain,platinum,purple,black,40,spring,neutral,coral
dark,blonde,red,turquoise,55,fall,bright,berry
fair,blonde,pink,turquoise,19,winter,neutral,peach
light,brown,peach,turquoise,54,summer,muted,mauve
light,gray,nude,blue,52,spring,bright,red
porcelain,light brown,mauve,green,40,winter,pastel,peach
tan,platinum,burgundy,turquoise,19,spring,pastel,peach
dark,platinum,peach,green,29,winter,pastel,nude
olive,auburn,red,green,30,fall,vibrant colors,cherry
ebony,red,plum,violet,44,summer,bright,berry
deep,black,burgundy,amber,65,summer,vibrant colors,berry
fair,dark brown,pink,turquoise,60,spring,jewel tones,rose
deep,light brown,purple,black,39,winter,bright,plum
tan,light brown,red,black,68,winter,vibrant colors,berry
ebony,red,brown,amber,52,winter,vibrant colors,berry
light,light brown,mauve,green,48,winter,jewel tones,berry
fair,platinum,peach,turquoise,56,fall,pastel,nude
fair,dark brown,burgundy,gray,33,winter,pastel,nude
ivory,chestnut,plum,violet,27,spring,monochrome,cherry
olive,light brown,purple,hazel,51,summer,neutral,coral
ebony,chestnut,pink,violet,67,spring,earth tones,berry
ebony,chestnut,peach,black,63,spring,muted,mauve
fair,dark brown,mauve,black,69,fall,muted,plum
porcelain,platinum,purple,green,27,winter,jewel tones,mauve
medium,blonde,nude,teal,57,fall,neutral,rose
deep,brown,nude,blue,18,spring,vibrant colors,berry
light,brown,brown,violet,53,spring,jewel tones,rose
olive,blonde,purple,amber,18,summer,earth tones,red
medium,auburn,red,turquoise,41,winter,vibrant colors,berry
deep,dark brown,coral,gray,36,spring,bright,red
porcelain,gray,purple,violet,60,fall,earth tones,mauve
light,dark brown,purple,teal,50,winter,jewel tones,rose
tan,platinum,brown,black,42,spring,metallic,plum
dark,light brown,peach,blue,51,fall,neutral,berry
tan,black,coral,gray,44,winter,earth tones,red
fair,chestnut,pink,black,47,summer,metallic,bronze
ivory,auburn,red,teal,37,spring,jewel tones,berry
fair,platinum,purple,hazel,53,spring,neutral,coral
ivory,chestnut,purple,hazel,64,spring,jewel tones,rose
dark,brown,peach,hazel,17,fall,earth tones,berry
light,light brown,purple,black,59,winter,jewel tones,rose
ivory,auburn,plum,teal,64,fall,jewel tones,berry
fair,auburn,nude,hazel,37,winter,pastel,peach
porcelain,chestnut,mauve,amber,58,spring,pastel,coral
fair,black,peach,brown,61,fall,bright,red
ivory,light brown,brown,turquoise,19,summer,neutral,nude
tan,blonde,pink,turquoise,57,spring,earth tones,rose
porcelain,red,nude,brown,30,summer,neutral,coral
deep,light brown,purple,brown,47,spring,metallic,bronze
medium,chestnut,brown,blue,68,summer,vibrant colors,berry
medium,red,mauve,gray,50,fall,earth tones,red
olive,red,purple,teal,48,winter,earth tones,red
dark,black,coral,teal,64,summer,vibrant colors,berry
tan,chestnut,burgundy,amber,60,summer,neutral,peach
ebony,chestnut,mauve,black,21,fall,monochrome,coral
light,black,pink,green,47,winter,neutral,nude
dark,gray,peach,gray,16,spring,vibrant colors,plum
ebony,platinum,red,green,23,spring,vibrant colors,berry
porcelain,brown,burgundy,hazel,20,winter,jewel tones,mauve
ivory,black,burgundy,black,35,winter,jewel tones,mauve
medium,light brown,purple,violet,37,winter,neutral,nude
fair,brown,mauve,blue,64,spring,jewel tones,berry
olive,auburn,nude,black,65,spring,earth tones,berry
deep,brown,brown,amber,51,fall,vibrant colors,plum
light,black,pink,amber,69,fall,neon,mauve
light,brown,mauve,gray,45,spring,jewel tones,mauve
ebony,platinum,brown,brown,37,summer,muted,mauve
medium,dark brown,coral,amber,60,spring,jewel tones,red
fair,light brown,plum,green,60,winter,pastel,nude
deep,gray,burgundy,teal,39,spring,jewel tones,plum
olive,black,mauve,black,31,summer,metallic,plum
ivory,blonde,mauve,blue,67,winter,jewel tones,mauve
porcelain,brown,peach,gray,51,fall,muted,mauve
light,light brown,nude,turquoise,57,summer,pastel,peach
porcelain,gray,coral,hazel,54,winter,neutral,coral
tan,black,mauve,violet,39,winter,jewel tones,berry
tan,blonde,brown,blue,68,spring,neutral,rose
porcelain,brown,peach,violet,20,spring,jewel tones,berry
light,gray,peach,teal,25,winter,metallic,mauve
ebony,chestnut,burgundy,teal,46,summer,monochrome,coral
porcelain,chestnut,mauve,brown,17,summer,vibrant colors,cherry
fair,light brown,pink,brown,44,fall,neutral,nude
tan,red,red,black,34,winter,earth tones,berry
ivory,dark brown,pink,brown,45,fall,muted,plum
ivory,chestnut,purple,amber,68,spring,monochrome,red
deep,black,pink,teal,46,winter,bright,red
ebony,brown,purple,brown,39,winter,earth tones,rose
medium,red,plum,brown,66,winter,neutral,nude
medium,light brown,brown,gray,42,fall,neutral,peach
dark,platinum,coral,gray,63,spring,neutral,peach
olive,platinum,brown,black,19,spring,vibrant colors,cherry
deep,red,peach,hazel,16,fall,earth tones,berry
porcelain,gray,coral,brown,68,spring,bright,berry
medium,dark brown,burgundy,turquoise,41,winter,earth tones,berry
deep,brown,mauve,brown,42,winter,earth tones,berry
tan,blonde,plum,green,39,fall,vibrant colors,berry
deep,blonde,pink,violet,23,summer,neutral,coral
dark,platinum,pink,green,42,winter,metallic,plum
fair,auburn,burgundy,amber,62,spring,muted,mauve
deep,brown,red,gray,55,spring,bright,plum
ebony,platinum,purple,teal,24,fall,metallic,plum
dark,dark brown,pink,brown,55,summer,bright,plum
ebony,blonde,red,hazel,18,fall,neon,red
fair,chestnut,nude,gray,17,summer,neon,bronze
ivory,chestnut,brown,blue,17,spring,neutral,nude
porcelain,gray,nude,green,62,summer,muted,bronze
medium,blonde,mauve,turquoise,17,fall,neutral,coral
tan,blonde,peach,turquoise,16,spring,neutral,coral
deep,light brown,red,violet,63,spring,muted,mauve
medium,dark brown,mauve,green,30,winter,jewel tones,berry
light,gray,pink,blue,68,fall,earth tones,mauve
light,red,brown,hazel,44,fall,jewel tones,berry
fair,red,plum,amber,57,summer,neutral,coral
fair,chestnut,burgundy,hazel,50,fall,monochrome,peach
ebony,gray,brown,hazel,38,fall,vibrant colors,red
dark,black,burgundy,teal,36,fall,vibrant colors,red
medium,black,pink,green,61,spring,pastel,nude
porcelain,brown,nude,gray,65,summer,muted,plum
porcelain,red,purple,blue,20,summer,earth tones,rose
dark,chestnut,burgundy,black,64,fall,earth tones,rose
light,gray,peach,brown,48,spring,monochrome,red
medium,dark brown,mauve,teal,26,summer,jewel tones,berry
light,platinum,burgundy,black,56,spring,pastel,nude
light,chestnut,mauve,turquoise,53,winter,neon,nude
fair,gray,mauve,gray,38,winter,bright,red
medium,black,mauve,violet,46,winter,vibrant colors,cherry
deep,gray,peach,violet,63,spring,metallic,bronze
tan,gray,burgundy,amber,41,fall,neon,berry
tan,dark brown,nude,hazel,62,winter,earth tones,rose
porcelain,gray,purple,green,21,fall,earth tones,mauve
tan,platinum,purple,gray,63,spring,earth tones,berry
ebony,platinum,pink,brown,34,summer,monochrome,peach
dark,gray,plum,hazel,42,winter,jewel tones,rose
tan,blonde,peach,black,55,summer,neutral,nude
light,chestnut,peach,black,60,winter,metallic,mauve
deep,red,coral,turquoise,58,summer,vibrant colors,berry
ivory,black,burgundy,blue,57,spring,metallic,mauve
olive,red,brown,hazel,33,fall,neutral,peach
tan,platinum,plum,blue,37,spring,neon,plum
dark,red,plum,violet,22,summer,earth tones,plum
ebony,platinum,mauve,violet,33,spring,monochrome,berry
fair,dark brown,nude,black,61,summer,muted,bronze
medium,black,coral,black,33,spring,metallic,mauve
medium,red,brown,blue,32,summer,vibrant colors,berry
ebony,auburn,peach,amber,27,winter,vibrant colors,berry
ivory,black,peach,teal,55,summer,muted,mauve
deep,brown,purple,violet,17,summer,bright,berry
tan,blonde,peach,turquoise,41,summer,neutral,peach
dark,blonde,mauve,violet,28,spring,earth tones,rose
tan,auburn,pink,turquoise,50,winter,vibrant colors,cherry
tan,dark brown,mauve,hazel,32,fall,jewel tones,berry
deep,dark brown,nude,gray,32,spring,bright,berry
dark,platinum,brown,gray,21,fall,bright,berry
ebony,black,nude,brown,59,fall,bright,berry
ebony,chestnut,pink,teal,25,spring,bright,berry
dark,blonde,red,hazel,46,fall,neutral,nude
dark,gray,red,teal,66,spring,metallic,plum
light,gray,burgundy,brown,32,summer,earth tones,mauve
ivory,brown,brown,blue,49,summer,jewel tones,rose
fair,brown,plum,violet,28,winter,muted,bronze
dark,auburn,mauve,gray,17,fall,earth tones,plum
tan,black,red,blue,31,winter,metallic,bronze
medium,brown,pink,blue,61,winter,earth tones,rose
tan,black,pink,green,43,winter,monochrome,mauve
light,light brown,coral,hazel,50,summer,jewel tones,mauve
deep,light brown,plum,green,39,spring,vibrant colors,red
tan,blonde,burgundy,hazel,15,fall,neutral,nude
porcelain,dark brown,peach,amber,35,spring,pastel,peach
light,light brown,mauve,brown,64,fall,pastel,coral
fair,platinum,coral,brown,32,spring,jewel tones,rose
ebony,red,burgundy,gray,36,spring,bright,red
porcelain,blonde,plum,hazel,34,winter,pastel,peach
medium,chestnut,purple,teal,57,fall,earth tones,berry
medium,dark brown,purple,hazel,24,spring,jewel tones,berry
fair,gray,burgundy,brown,37,winter,monochrome,rose
dark,chestnut,peach,violet,68,winter,earth tones,plum
deep,brown,burgundy,green,44,fall,bright,berry
porcelain,red,plum,brown,27,spring,jewel tones,rose
tan,brown,burgundy,amber,35,spring,vibrant colors,cherry
tan,dark brown,mauve,violet,57,winter,earth tones,berry
ebony,auburn,pink,amber,36,winter,earth tones,rose
medium,light brown,red,amber,15,spring,earth tones,red
light,red,mauve,green,34,summer,neutral,peach
porcelain,auburn,purple,hazel,55,summer,jewel tones,mauve
tan,gray,brown,gray,29,winter,jewel tones,rose
medium,red,nude,amber,47,summer,earth tones,berry
tan,auburn,nude,turquoise,50,fall,vibrant colors,berry
dark,black,peach,hazel,49,summer,vibrant colors,red
olive,gray,mauve,hazel,17,winter,pastel,coral
tan,light brown,peach,amber,37,spring,vibrant colors,cherry
olive,dark brown,brown,turquoise,46,fall,earth tones,red
fair,light brown,coral,green,49,spring,neutral,nude
light,chestnut,mauve,gray,43,winter,neon,nude
ivory,auburn,peach,turquoise,63,summer,jewel tones,mauve
olive,chestnut,mauve,teal,22,spring,neutral,nude
deep,auburn,peach,amber,69,summer,bright,red
ebony,brown,plum,blue,31,fall,vibrant colors,plum
tan,platinum,purple,green,63,spring,metallic,mauve
ebony,red,plum,violet,54,summer,bright,berry
olive,chestnut,purple,hazel,27,winter,neutral,coral
dark,gray,purple,turquoise,50,winter,metallic,mauve
light,platinum,plum,brown,46,spring,pastel,coral
light,gray,pink,turquoise,25,summer,jewel tones,mauve
medium,platinum,mauve,turquoise,30,fall,bright,berry
ebony,platinum,mauve,green,15,fall,neutral,nude
ebony,dark brown,pink,green,55,summer,vibrant colors,red
medium,platinum,peach,blue,18,spring,neutral,coral
fair,brown,purple,turquoise,62,winter,jewel tones,rose
olive,light brown,peach,blue,32,summer,vibrant colors,berry
deep,red,pink,blue,56,fall,bright,red
light,blonde,peach,turquoise,24,spring,neutral,nude
tan,gray,brown,teal,64,fall,bright,red
porcelain,platinum,burgundy,teal,23,summer,neutral,nude
ivory,brown,coral,gray,28,spring,pastel,peach
ivory,platinum,pink,black,37,spring,jewel tones,berry
ivory,red,pink,black,58,summer,neutral,nude
ebony,chestnut,pink,green,31,winter,metallic,bronze
deep,blonde,pink,hazel,65,spring,metallic,plum
olive,dark brown,coral,hazel,20,spring,jewel tones,red
olive,light brown,brown,brown,22,summer,vibrant colors,berry
porcelain,auburn,coral,hazel,52,winter,muted,bronze
medium,gray,nude,blue,55,winter,neon,mauve
tan,black,coral,black,61,summer,jewel tones,berry
olive,auburn,peach,gray,68,spring,earth tones,rose
deep,brown,plum,hazel,54,fall,earth tones,rose
light,black,purple,green,42,fall,neutral,coral
tan,blonde,mauve,blue,47,spring,vibrant colors,red
ebony,gray,pink,turquoise,15,winter,vibrant colors,red
ivory,chestnut,brown,gray,21,fall,monochrome,rose
light,dark brown,purple,green,25,winter,pastel,nude
ebony,red,purple,violet,66,fall,vibrant colors,red
deep,chestnut,red,teal,55,winter,bright,plum
medium,gray,purple,black,15,spring,pastel,rose
olive,auburn,mauve,violet,31,spring,jewel tones,berry
light,gray,coral,amber,45,fall,jewel tones,mauve
ebony,red,nude,violet,20,summer,bright,berry
deep,auburn,red,hazel,56,summer,earth tones,berry
light,dark brown,mauve,blue,40,winter,muted,bronze
olive,platinum,red,turquoise,52,winter,muted,plum
dark,light brown,pink,amber,41,spring,neon,bronze
olive,red,burgundy,blue,20,fall,neutral,peach
ebony,gray,pink,gray,19,fall,metallic,plum
light,blonde,brown,turquoise,19,fall,pastel,coral
porcelain,brown,red,violet,30,fall,pastel,nude
light,dark brown,purple,turquoise,50,fall,jewel tones,rose
tan,brown,burgundy,blue,30,winter,earth tones,berry
ivory,chestnut,mauve,hazel,43,fall,monochrome,peach
medium,black,brown,brown,46,spring,bright,cherry
deep,light brown,plum,amber,43,spring,muted,bronze
medium,red,purple,violet,29,spring,neutral,rose
ebony,black,brown,violet,55,fall,jewel tones,rose
light,auburn,purple,brown,28,spring,muted,bronze
light,red,purple,turquoise,31,spring,jewel tones,mauve
deep,blonde,burgundy,gray,21,summer,muted,plum
dark,platinum,coral,violet,58,fall,vibrant colors,berry
ivory,platinum,nude,hazel,19,spring,jewel tones,mauve
ebony,dark brown,brown,black,58,winter,jewel tones,rose
ivory,platinum,mauve,teal,41,summer,pastel,peach
fair,chestnut,pink,hazel,68,summer,neutral,coral
dark,auburn,mauve,brown,19,fall,earth tones,berry
ebony,black,pink,blue,17,fall,jewel tones,rose
ivory,blonde,coral,hazel,48,fall,neutral,coral
deep,light brown,purple,hazel,31,spring,monochrome,berry
fair,black,coral,black,29,winter,metallic,bronze
light,gray,plum,teal,28,fall,neon,nude
ivory,brown,nude,gray,30,winter,jewel tones,berry
olive,auburn,nude,violet,63,winter,vibrant colors,berry
ivory,platinum,red,violet,60,summer,jewel tones,rose
light,light brown,nude,violet,61,summer,neutral,peach
tan,chestnut,burgundy,teal,57,summer,vibrant colors,red
medium,platinum,purple,brown,20,spring,bright,berry
dark,gray,red,green,68,summer,metallic,bronze
tan,black,coral,gray,61,fall,vibrant colors,red
fair,light brown,red,teal,51,summer,neutral,nude
dark,red,pink,green,39,fall,bright,berry
porcelain,dark brown,mauve,amber,64,summer,pastel,peach
deep,chestnut,peach,amber,32,fall,pastel,peach
deep,dark brown,red,violet,40,winter,jewel tones,berry
tan,black,nude,green,63,fall,neutral,rose
tan,red,nude,hazel,15,fall,vibrant colors,berry
light,auburn,nude,amber,60,winter,muted,mauve
light,chestnut,coral,amber,37,fall,metallic,mauve
deep,brown,mauve,brown,55,winter,earth tones,berry
ebony,red,nude,violet,19,winter,bright,red
tan,black,red,gray,38,spring,monochrome,rose
ivory,gray,pink,teal,29,spring,earth tones,berry
tan,gray,purple,hazel,57,winter,bright,berry
porcelain,black,nude,blue,58,fall,metallic,bronze
dark,gray,nude,violet,19,fall,vibrant colors,red
medium,dark brown,burgundy,black,36,fall,jewel tones,berry
porcelain,brown,pink,brown,17,winter,pastel,peach
olive,platinum,purple,black,66,winter,neutral,rose
light,gray,burgundy,gray,39,summer,metallic,plum
light,blonde,purple,black,32,winter,neutral,peach
ivory,chestnut,purple,gray,33,spring,neon,mauve
porcelain,gray,peach,amber,39,fall,jewel tones,berry
tan,gray,mauve,blue,63,summer,monochrome,cherry
olive,blonde,purple,violet,33,fall,earth tones,berry
tan,platinum,pink,green,50,spring,neon,peach
porcelain,chestnut,nude,teal,46,fall,monochrome,red
olive,auburn,coral,hazel,24,summer,earth tones,red
fair,red,pink,green,20,winter,jewel tones,berry
medium,platinum,plum,blue,40,summer,pastel,nude
dark,gray,brown,blue,54,fall,vibrant colors,red
porcelain,brown,plum,black,49,spring,pastel,nude
porcelain,gray,red,teal,19,spring,vibrant colors,cherry
tan,red,plum,green,46,winter,neutral,coral
porcelain,light brown,burgundy,violet,69,spring,jewel tones,rose
olive,black,nude,turquoise,39,summer,vibrant colors,cherry
fair,red,peach,turquoise,68,summer,neutral,coral
ebony,light brown,nude,teal,34,winter,pastel,coral
ivory,auburn,nude,turquoise,69,summer,jewel tones,berry
porcelain,black,red,blue,20,summer,muted,plum
porcelain,gray,brown,green,37,spring,metallic,plum
ivory,auburn,plum,violet,64,fall,jewel tones,rose
ivory,gray,peach,black,23,winter,metallic,plum
light,gray,brown,black,52,summer,vibrant colors,berry
medium,platinum,coral,amber,41,fall,bright,cherry
deep,gray,red,hazel,34,summer,jewel tones,berry
medium,blonde,pink,brown,63,winter,neutral,nude
medium,light brown,brown,amber,39,summer,neutral,peach
light,brown,pink,black,50,summer,pastel,peach
medium,blonde,coral,green,50,fall,neutral,nude
dark,light brown,mauve,teal,50,fall,vibrant colors,berry
deep,blonde,peach,blue,26,fall,jewel tones,berry
fair,gray,plum,green,36,winter,metallic,plum
porcelain,auburn,pink,turquoise,24,winter,pastel,nude
fair,dark brown,burgundy,teal,23,winter,muted,plum
olive,dark brown,coral,violet,35,winter,vibrant colors,red
medium,chestnut,pink,amber,37,winter,earth tones,red
ivory,light brown,red,teal,32,summer,neutral,coral
ebony,red,red,green,69,summer,bright,berry
medium,chestnut,coral,violet,36,summer,vibrant colors,berry
tan,gray,nude,amber,62,spring,bright,berry
medium,blonde,plum,brown,56,summer,earth tones,berry
porcelain,auburn,red,hazel,57,fall,pastel,nude
tan,auburn,peach,black,18,spring,jewel tones,rose
tan,light brown,red,gray,35,summer,vibrant colors,berry
deep,red,peach,gray,26,fall,earth tones,berry
porcelain,red,nude,brown,25,winter,earth tones,berry
medium,red,purple,teal,59,fall,earth tones,rose
dark,chestnut,pink,hazel,17,summer,pastel,berry
dark,chestnut,red,brown,40,spring,pastel,berry
porcelain,brown,coral,amber,64,spring,pastel,peach
fair,gray,coral,black,25,spring,pastel,peach
ivory,chestnut,red,brown,42,winter,monochrome,berry
medium,platinum,plum,hazel,37,spring,pastel,rose
medium,brown,nude,brown,39,summer,vibrant colors,cherry
medium,brown,coral,turquoise,36,winter,vibrant colors,berry
porcelain,auburn,mauve,blue,34,winter,pastel,nude
medium,brown,brown,black,61,fall,earth tones,rose
olive,blonde,brown,amber,18,spring,vibrant colors,red
olive,dark brown,coral,turquoise,63,spring,vibrant colors,red
ivory,blonde,burgundy,gray,17,summer,neutral,nude
deep,black,coral,gray,25,summer,vibrant colors,berry
olive,blonde,peach,green,50,winter,earth tones,rose
light,auburn,purple,brown,56,fall,muted,mauve
light,platinum,plum,brown,21,fall,jewel tones,mauve
olive,red,brown,black,25,winter,neutral,nude
dark,gray,pink,turquoise,40,spring,metallic,mauve
medium,gray,peach,amber,60,winter,neutral,peach
porcelain,blonde,mauve,green,41,fall,jewel tones,berry
porcelain,platinum,burgundy,teal,49,spring,neutral,peach
fair,dark brown,mauve,hazel,57,winter,jewel tones,mauve
porcelain,chestnut,purple,turquoise,66,fall,jewel tones,rose
porcelain,gray,coral,green,36,winter,neutral,peach
ebony,blonde,purple,blue,66,spring,neutral,nude
deep,black,nude,black,33,fall,vibrant colors,plum
olive,chestnut,nude,turquoise,24,fall,neutral,rose
fair,chestnut,peach,teal,22,spring,neutral,coral
porcelain,light brown,coral,blue,40,summer,neutral,coral
dark,light brown,nude,black,47,summer,neon,rose
fair,black,nude,hazel,61,summer,neutral,nude
dark,brown,brown,black,61,fall,vibrant colors,plum
medium,dark brown,peach,hazel,60,spring,earth tones,rose
medium,red,red,blue,68,fall,vibrant colors,cherry
ivory,chestnut,purple,green,67,spring,monochrome,plum
porcelain,platinum,peach,black,37,winter,jewel tones,rose
olive,blonde,pink,hazel,37,fall,neutral,rose
tan,red,coral,violet,27,spring,neutral,rose
ivory,platinum,brown,black,27,summer,pastel,coral
olive,brown,brown,brown,24,fall,jewel tones,rose
olive,brown,nude,turquoise,29,spring,earth tones,red
dark,dark brown,mauve,teal,65,spring,jewel tones,berry
light,auburn,red,black,57,winter,jewel tones,mauve
ebony,chestnut,pink,teal,52,summer,earth tones,plum
ebony,red,mauve,hazel,50,spring,earth tones,rose
medium,blonde,burgundy,violet,31,spring,earth tones,rose
olive,brown,mauve,hazel,50,winter,jewel tones,berry
ivory,chestnut,pink,hazel,49,spring,neutral,nude
ivory,platinum,nude,teal,67,summer,neutral,coral
tan,chestnut,pink,teal,64,summer,neutral,peach
dark,blonde,brown,gray,31,summer,metallic,plum
olive,auburn,nude,teal,49,summer,earth tones,red
medium,black,peach,gray,44,spring,neutral,nude
tan,light brown,mauve,turquoise,15,fall,earth tones,rose
deep,dark brown,coral,blue,44,summer,bright,red
ebony,dark brown,mauve,turquoise,62,fall,jewel tones,berry
olive,platinum,pink,brown,27,summer,earth tones,berry
deep,red,mauve,teal,30,summer,earth tones,berry
dark,dark brown,plum,green,46,summer,vibrant colors,plum
dark,black,coral,violet,39,fall,bright,red
ebony,dark brown,red,green,43,fall,vibrant colors,plum
porcelain,black,mauve,blue,36,fall,pastel,peach
light,auburn,pink,turquoise,59,summer,jewel tones,mauve
medium,platinum,brown,black,43,spring,pastel,coral
ebony,light brown,mauve,gray,25,summer,metallic,mauve
fair,auburn,plum,turquoise,57,winter,muted,mauve
